AQI_Value,CO_AQI_Value,Ozone_AQI_Value,NO2_AQI_Value,PM2.5_AQI_Value,latitude,Liquefied_Natural_Gas
29,0,29,2,25,49.3522,9.1467
50,1,22,5,50,48.7171,2.4881
33,1,25,7,33,41.6362,-71.5058
46,0,21,0,46,-20.7261,139.4938
41,1,41,0,28,41.6769,26.5556
105,4,84,5,105,26.4515,111.5953
41,1,31,2,41,54.8385,56.4232
45,1,40,1,45,42.3761,-70.9846
32,1,32,1,29,45.7477,-87.09
98,3,5,24,98,38.677,-90.0063
84,1,51,0,84,45.4,11.2833
44,1,44,0,22,53.925,9.5164
79,1,26,3,79,24.3228,-107.363
70,1,60,1,70,39.9667,18.1
56,1,56,1,38,40.7462,14.7705
71,2,5,27,71,32.8017,-116.9604
63,1,63,0,34,41.9174,3.1631
54,1,47,0,54,51.2386,12.7253
39,1,38,2,39,35.25,139.15
54,1,44,0,54,45.2116,127.962
23,0,23,1,12,52.633,-1.695
69,0,39,0,69,40.2597,40.2278
80,1,31,4,80,36.1715,-86.7842
27,1,27,4,19,60.25,24.0667
62,1,19,6,62,48.95,2.25
57,2,5,4,57,-22.7386,-47.3311
45,1,45,3,26,35.0955,-77.0723
92,3,12,2,92,-12.55,13.4167
53,1,37,1,53,47.4,8.4
45,1,41,10,45,38.7581,-85.3973
51,1,31,6,51,39.7879,-74.9857
61,1,43,6,61,40.6658,-74.1913
104,2,35,13,104,36.8567,136.9731
55,0,22,0,55,15.2807,75.5213
138,2,138,2,79,37.8733,112.5425
166,3,11,14,166,19.7756,-99.2056
54,1,32,7,54,37.5994,-122.4023
64,2,10,3,64,5.1556,-75.0403
66,1,30,0,66,50.3833,103.3
48,1,48,1,28,45.0,41.1167
71,1,42,4,71,39.3797,-74.4527
52,1,47,0,52,51.3667,12.7167
65,2,30,12,65,38.4832,-121.4043
45,1,45,2,31,39.93,-83.7959
262,16,3,15,262,-25.6728,28.5208
25,1,21,0,25,-21.8833,47.4333
130,2,16,6,130,25.0836,85.428
59,1,14,5,59,-2.1667,-79.4653
58,1,43,5,58,29.6575,-95.1498
38,1,38,1,23,56.7,60.8333
60,1,17,0,60,6.3133,-10.8014
56,2,10,4,56,9.7333,-75.5333
66,2,14,12,66,36.1482,-85.5109
29,1,29,0,19,63.4297,10.3933
48,1,48,1,35,39.6572,-74.7678
119,4,6,36,119,33.9801,-118.1798
70,1,38,1,70,51.2083,16.1603
152,1,34,0,152,22.1769,75.5856
165,1,44,1,165,22.6863,90.6461
30,0,30,1,17,47.1775,-1.6214
68,2,12,27,68,40.8033,-73.3375
34,1,24,2,34,22.2553,-97.8686
54,0,26,0,54,14.85,78.38
26,0,26,0,21,-34.9,-54.95
59,1,37,2,59,49.2461,11.0911
35,1,22,3,35,50.8667,6.0667
53,1,36,1,53,47.0833,28.1833
54,1,27,0,54,8.67,77.33
128,1,38,2,128,40.2167,69.2167
87,2,12,5,87,12.561,75.3874
127,2,118,2,127,36.9758,120.7136
56,1,22,13,56,55.5833,37.9
50,1,41,3,50,40.536,-74.3697
44,1,30,8,44,41.7907,-72.8538
57,1,36,3,57,25.6347,-80.3721
22,0,18,1,22,33.4499,-117.6102
43,1,43,0,29,36.9165,34.8951
25,0,9,1,25,-9.3858,-37.9958
34,1,34,0,15,57.8167,28.3333
70,2,3,7,70,22.5833,-80.2383
48,1,35,4,48,40.0019,-76.8698
36,1,36,0,35,50.725,2.5392
97,4,2,5,97,-35.1144,-71.2825
66,1,38,3,66,45.55,8.9833
201,5,201,5,159,30.6583,117.4849
67,1,56,0,67,48.4167,10.8667
42,1,42,3,21,40.9167,14.3167
28,0,22,0,28,-13.7167,-76.2
62,1,62,0,22,39.5333,8.6333
48,1,38,2,48,42.0521,-71.8485
47,1,34,1,47,55.9833,43.25
34,1,34,1,28,25.67,-80.4482
78,3,8,0,78,3.5333,16.0667
28,1,28,0,16,46.6833,141.8667
32,1,13,1,32,-23.3883,-49.51
48,1,6,0,48,4.91,29.45
53,1,37,1,53,55.7667,52.0833
30,0,13,0,30,-5.5333,-47.4833
58,1,58,1,41,40.7569,14.4444
40,1,40,2,34,34.5167,135.85
31,0,28,0,31,-35.117,139.267
57,1,36,2,57,41.6833,13.4167
47,1,32,1,47,53.45,41.8167
34,1,34,0,9,53.2,-105.75
71,2,17,22,71,37.7088,-122.0626
70,1,13,18,70,9.65,-68.5833
29,1,29,0,18,54.9667,48.2833
93,2,0,7,93,4.45,-75.8
51,2,29,12,51,34.223,-119.0321
54,1,18,0,54,8.0698,125.9554
106,1,33,6,106,45.5836,9.2736
48,0,24,0,48,18.3331,-65.6589
39,1,30,3,39,51.2178,4.4003
46,1,33,0,46,54.8167,23.8667
74,1,37,2,74,50.6846,13.8583
30,1,30,2,16,52.25,5.2333
60,2,27,8,60,39.5625,-95.1367
108,3,0,6,108,5.1,-75.55
74,1,4,4,74,24.1422,-110.3108
64,1,64,0,48,41.725,13.3417
50,1,42,2,50,37.2693,-76.7076
125,4,3,13,125,14.5667,-90.7333
51,1,36,3,51,41.0195,-92.4186
49,1,49,3,43,33.6239,130.5262
150,2,14,4,150,10.0667,-72.5667
68,1,40,0,68,47.1797,24.1797
50,1,50,0,34,32.9667,131.4
55,1,43,2,55,49.2615,13.9024
32,0,12,2,32,-7.305,-39.3019
150,3,150,2,103,11.1286,2.9369
38,1,32,3,38,51.3333,3.8333
47,1,20,1,47,16.7528,-93.1167
38,0,20,0,38,13.174,100.93
57,1,26,0,57,26.1,94.27
36,0,36,0,34,53.0667,7.4
30,1,30,2,30,51.4333,5.4833
51,2,0,2,51,1.6833,-75.2833
82,2,46,6,82,32.8333,35.0833
57,1,30,1,57,14.0567,101.3739
43,1,43,1,41,45.1336,33.5772
65,1,24,3,65,11.12,77.8
44,1,33,5,44,37.0834,-84.6109
61,1,23,0,61,7.0167,100.4667
24,0,24,0,16,20.8834,-156.5059
116,1,20,16,116,35.7972,139.5939
38,1,38,0,31,48.7086,44.5147
61,1,23,4,61,45.8463,9.3582
43,1,39,0,43,59.0167,54.6667
47,1,4,0,47,-1.5228,-52.5819
53,2,35,1,53,26.32,91.0
52,1,31,2,52,43.0198,-78.9619
50,1,39,0,50,35.8275,137.954
34,1,34,0,32,45.3694,44.2281
65,1,34,1,65,30.529,-86.4748
46,1,38,0,46,36.8,34.6333
40,1,40,2,27,44.4833,11.6333
72,1,72,0,36,44.0,10.2333
32,1,32,0,20,38.4792,-1.325
169,6,1,20,169,-23.6042,-46.9194
67,1,67,1,50,40.5667,17.8
33,1,33,0,22,57.1167,41.7333
50,1,27,4,50,51.0167,13.65
44,1,11,2,44,-23.0134,-48.0078
21,0,21,0,10,-18.9469,48.2303
71,1,45,1,71,43.1642,45.6228
50,1,26,8,50,40.2891,-84.1667
196,3,196,3,108,34.4996,109.4684
60,1,31,3,60,50.3167,11.9167
42,1,42,1,35,36.8067,139.9241
37,1,37,1,24,52.3331,8.75
35,0,35,0,32,52.8833,18.7833
52,2,45,5,52,41.0667,14.6333
40,0,23,0,40,-27.7,23.05
65,1,38,1,65,48.0833,11.6833
35,1,35,0,22,51.4222,57.5953
176,14,2,20,176,-32.75,-70.7239
52,1,41,4,52,38.6966,-90.3689
51,1,30,1,51,45.0656,-93.015
58,1,21,1,58,-32.035,-52.0986
22,0,22,0,11,-22.2828,-46.3689
37,1,30,3,37,51.2167,5.4167
50,1,49,0,50,39.0833,28.9833
167,1,93,0,167,22.7,85.63
27,0,18,1,27,-9.4778,-35.8528
31,1,31,1,8,59.3294,18.0686
54,1,47,0,54,47.35,22.3333
32,1,32,0,12,54.2667,30.9833
43,1,43,1,42,39.8654,-83.069
59,1,24,13,59,41.1428,-73.3475
52,2,29,4,52,48.5575,7.6831
45,1,45,1,37,48.0181,38.2563
33,1,33,2,33,51.7389,6.2925
28,1,28,6,27,51.2667,-1.0876
34,1,26,0,34,51.3244,28.8081
59,1,20,1,59,-24.9833,25.35
58,1,9,7,58,9.9083,-84.0582
65,1,27,11,65,36.0667,140.2
69,1,36,3,69,50.2033,8.5769
43,1,43,1,16,35.0167,135.5667
124,5,13,1,124,4.718,9.73
62,2,42,1,62,26.2672,107.5143
31,1,25,0,31,-3.2796,30.96
41,0,26,1,41,18.1757,-76.4503
51,1,31,6,51,45.0841,-93.2595
24,0,11,3,24,-36.0806,146.9158
52,1,31,2,52,40.9218,-98.3586
67,1,67,1,28,39.2537,9.1606
84,2,19,5,84,13.0721,77.7892
31,1,18,2,31,29.5091,-98.3084
60,1,44,1,60,39.8557,-88.9342
53,1,27,3,53,50.0167,8.45
53,0,22,0,53,16.4847,97.6258
62,1,25,2,62,14.8667,120.95
74,1,74,1,67,36.3114,139.1968
38,1,38,0,20,56.2167,43.1833
37,0,26,4,37,51.1167,4.65
69,1,35,2,69,48.0375,10.725
32,1,6,0,32,-6.0333,-76.9667
35,1,31,4,35,42.748,-84.4836
41,0,27,2,41,50.0167,12.0167
44,1,27,4,44,50.8833,4.0833
47,1,33,5,47,41.8901,-71.3934
307,1,45,0,307,24.3785,81.2964
55,2,19,11,55,40.3428,-94.8702
50,1,31,8,50,41.0358,-75.9798
73,1,25,3,73,41.7264,1.8292
54,1,53,0,54,41.1167,16.6833
32,0,32,2,28,51.5333,4.5833
72,1,17,1,72,10.1692,-70.0783
40,1,29,4,40,51.6333,4.9333
76,1,44,0,76,49.9469,23.3931
29,1,29,3,18,48.7787,-123.7079
48,1,21,12,48,33.3985,-111.535
64,1,52,0,64,49.45,10.8667
36,1,34,2,36,51.2833,5.75
61,1,34,0,61,11.6368,79.2806
56,1,27,0,56,-20.26,57.4148
71,2,25,9,71,33.9459,-81.0429
48,1,46,2,48,40.9167,14.7889
72,1,26,2,72,5.3992,100.3639
44,1,27,4,44,50.9189,4.5083
68,1,35,1,68,49.013,13.9975
37,1,32,3,37,51.4733,5.5467
31,1,26,5,31,52.0906,5.2331
48,1,25,5,48,50.5483,3.0294
52,1,37,1,52,51.05,4.8833
29,1,29,3,9,60.4858,22.1692
66,1,24,5,66,45.7317,9.7286
50,1,31,8,50,40.8616,-79.8962
32,1,27,1,32,51.5667,15.5333
70,1,28,5,70,39.2935,-75.6083
65,2,10,7,65,-23.7778,-45.3578
41,2,33,5,41,41.1641,-81.5207
54,1,39,2,54,40.55,16.6667
54,1,20,5,54,32.6619,-97.2662
96,1,17,1,96,14.49,-4.18
114,3,53,2,114,46.8719,127.5118
30,1,26,0,30,16.7778,94.7369
86,3,86,2,81,37.5,122.1
39,1,39,0,30,56.4833,66.5333
51,1,22,9,51,44.4876,-73.2316
48,1,37,0,48,43.4483,3.7561
59,1,21,1,59,20.48,-89.72
67,1,67,0,43,43.9333,11.0333
32,1,29,0,32,16.286,95.6658
49,1,32,4,49,43.1646,-77.822
45,1,35,5,45,35.9264,14.4808
60,2,51,0,60,27.7233,109.1885
43,1,43,5,43,38.6759,-87.5102
67,1,31,12,67,35.43,139.9544
53,2,32,9,53,41.4817,-87.6867
79,1,29,0,79,32.7133,-100.9116
32,1,31,1,32,51.75,19.8
71,2,16,3,71,4.5872,-74.2214
107,1,35,3,107,1.4556,103.7611
87,1,36,0,87,52.5833,58.3167
163,1,33,0,163,22.0417,75.0552
52,1,17,8,52,51.9667,6.7167
79,2,5,13,79,14.7333,-88.4167
41,1,16,0,41,-17.3814,49.4092
74,2,10,0,74,3.8167,23.6833
32,1,32,0,17,47.3167,142.8
76,1,38,2,76,48.5289,2.0108
41,1,15,8,41,44.6272,-123.0965
57,1,36,3,57,41.5589,-81.5029
44,1,28,2,44,51.3484,9.5256
31,0,31,0,15,59.7798,5.5005
62,1,42,2,62,45.3167,9.5
38,1,28,0,38,62.4,17.3167
45,1,28,0,45,17.4262,102.5646
42,1,8,3,42,-21.4289,-45.9469
64,1,38,0,64,46.1,7.0667
56,1,56,1,50,40.7333,14.7667
79,2,5,13,79,11.1728,122.8267
37,1,37,1,18,48.9794,28.8439
27,0,27,0,13,53.5224,-7.3378
11,0,11,0,5,-29.4125,-66.8542
66,1,28,3,66,51.8,19.75
102,1,39,0,102,21.004,75.568
151,1,32,2,151,20.0953,-99.22
31,1,31,1,11,64.9125,25.5083
29,0,29,0,24,-20.5139,57.5111
25,1,25,3,25,53.7492,-1.6023
34,1,34,0,5,59.3667,28.6167
42,1,30,2,42,50.7361,4.2372
22,1,16,0,22,14.2833,120.7167
32,0,32,1,31,51.2731,3.0336
168,1,67,1,168,28.2769,68.4514
68,1,41,1,68,48.6239,22.295
70,1,25,2,70,49.9683,14.5136
31,1,23,0,31,-20.6958,-44.8269
139,2,13,7,139,10.6083,-75.1417
24,0,24,0,11,-17.7319,-49.1008
45,1,22,10,45,37.9821,-122.5699
162,3,162,1,154,34.2012,72.0258
32,1,18,4,32,47.4736,-0.5542
70,2,34,5,70,44.9221,-123.313
34,1,26,9,34,48.4336,-4.4008
86,1,44,0,86,38.4331,45.7686
52,1,40,2,52,39.6954,-86.3716
128,1,25,2,128,33.7672,-96.5808
60,1,40,3,60,45.3833,11.0333
23,0,12,1,23,-11.8589,-40.4719
34,0,27,1,34,29.8447,-90.1021
75,3,7,16,75,34.0086,-86.0157
26,1,8,4,26,17.6834,120.732
41,1,19,0,41,-15.65,47.85
26,0,25,0,26,13.95,-88.6333
82,2,23,0,82,-1.0634,34.4731
55,2,19,8,55,45.5372,-122.3955
61,2,23,13,61,38.7673,-90.4275
36,1,32,6,36,55.6667,37.2667
35,1,35,2,25,52.8494,8.7267
21,0,19,0,21,-8.7786,35.8111
46,1,39,0,46,53.1833,44.05
31,1,31,0,29,56.2,87.7833
37,1,37,1,34,56.9053,12.4911
44,1,39,1,44,42.4781,-70.9664
37,1,30,5,37,42.4619,-83.0977
63,1,52,1,63,36.6146,-88.3207
50,1,10,0,50,5.35,-72.41
38,0,32,0,38,55.0594,10.6083
70,1,32,9,70,38.8802,-94.5227
46,1,38,1,46,44.7167,37.75
51,1,22,5,51,50.3769,4.87
38,1,30,3,38,53.25,-2.13
47,1,47,1,37,40.4667,17.7333
72,2,6,6,72,-26.4728,-49.0028
46,1,46,0,14,40.2,16.6667
188,10,5,27,188,-7.0372,107.5167
52,1,52,2,47,36.1782,139.7554
39,1,2,0,39,19.6667,-70.8333
61,1,45,3,61,40.6278,14.3736
69,2,48,0,69,42.77,129.4197
32,1,30,5,32,39.934,-105.1588
113,3,4,8,113,-22.5439,-44.1708
62,1,34,3,62,50.4297,7.5703
182,14,1,23,182,-32.8667,-71.25
61,1,49,0,61,49.6833,5.8167
71,1,13,7,71,30.5832,-91.1582
78,1,16,0,78,10.6039,-75.2878
73,1,28,4,73,35.0093,-106.6819
113,2,20,9,113,31.8201,-106.5958
139,2,54,0,139,19.8106,85.8314
161,6,2,16,161,-23.3158,-46.2208
65,1,36,1,65,19.08,83.82
48,1,48,1,33,41.5,13.0667
62,1,62,1,14,27.3087,-82.4746
44,1,39,1,44,51.8333,6.7006
38,1,37,1,38,50.8508,2.885
97,0,27,0,97,13.3231,122.6761
47,1,47,0,25,47.5167,40.8
121,3,5,8,121,10.12,77.55
64,1,35,0,64,42.1167,48.1833
51,1,44,2,51,41.8065,-71.3565
64,1,27,3,64,48.7333,9.3167
50,1,16,11,50,41.0323,-74.4971
84,2,12,1,84,-0.3,36.0667
29,0,21,2,29,30.0951,-95.6194
188,11,15,15,188,-26.715,27.1033
45,1,45,1,42,40.6169,15.0564
203,5,203,5,151,30.25,120.1675
88,2,19,4,88,14.4878,-90.8058
27,0,27,2,23,30.4082,-88.7861
71,2,0,6,71,-21.5319,-42.6428
65,2,22,14,65,35.0063,-80.5596
82,1,32,3,82,46.3625,15.1144
32,1,32,3,32,39.7406,-105.2118
60,1,20,6,60,48.7208,1.3606
79,1,35,2,79,51.1167,13.9167
69,1,69,1,60,37.4363,137.2605
36,1,36,1,27,39.3457,-74.486
33,1,33,0,9,42.9833,144.3833
154,1,31,3,154,20.7,77.0
35,2,17,0,35,5.95,15.6
41,1,41,0,23,42.6333,26.9833
41,1,41,0,17,37.2833,-7.15
51,1,38,3,51,35.0167,135.9667
86,1,24,4,86,39.8769,-74.9724
52,1,24,5,52,53.5286,8.1056
39,0,17,0,39,-19.6667,30.0
47,1,47,2,34,40.6516,-74.3432
158,6,105,15,158,35.4,116.5667
176,5,34,23,176,26.5895,111.8481
48,1,48,0,20,45.35,42.85
32,0,32,1,20,56.708,-2.467
41,1,41,1,28,35.7346,140.8268
47,1,28,9,47,42.2467,-71.1777
41,1,41,1,31,41.4626,13.6676
42,1,42,0,13,59.5861,11.17
68,2,21,16,68,40.7651,-74.2117
32,1,28,1,32,47.3167,8.5333
40,1,27,5,40,36.1275,-5.4539
50,1,19,3,50,32.8619,-90.4075
37,1,28,3,37,51.0833,4.4167
51,1,51,2,38,43.4058,6.0617
108,4,10,12,108,8.0244,-61.8819
30,1,28,5,30,42.6137,-71.5614
24,0,9,1,24,-11.4833,-37.9344
47,1,33,1,47,46.15,16.8167
31,1,31,0,28,56.55,27.7167
57,2,30,5,57,37.15,14.3833
81,1,23,0,81,17.8658,-93.1472
38,1,33,1,38,45.8269,16.1111
46,1,19,4,46,48.7775,2.0025
57,1,28,5,57,32.653,-96.5456
93,4,3,30,93,42.3698,-87.8716
59,1,47,5,59,40.7175,-73.4473
57,1,33,5,57,36.6087,-119.5434
54,1,40,1,54,40.7909,-77.8567
59,1,26,10,59,41.1151,-74.0486
21,0,21,0,10,-33.133,148.176
56,1,47,2,56,39.339,-94.24
164,1,37,0,164,15.18,-7.28
38,1,38,0,32,52.2656,6.7931
71,2,52,11,71,40.7667,14.4833
55,1,19,3,55,22.3158,-79.6556
188,4,188,5,136,32.7847,119.4432
34,1,34,2,25,51.9778,7.4167
16,0,13,0,16,-10.5089,-40.3208
55,1,10,13,55,39.8641,-104.843
76,1,41,1,76,48.4333,17.8033
58,0,26,0,58,9.7667,76.4
68,1,37,2,68,43.8342,5.7839
187,2,129,0,187,24.6297,85.2249
65,2,25,11,65,41.1841,-73.7721
62,1,11,5,62,13.3139,76.2369
40,1,40,0,15,53.0167,32.3833
65,1,65,2,55,40.9167,14.4167
33,0,33,0,14,53.1667,6.3833
43,1,43,0,14,55.3958,10.3886
60,0,22,0,60,14.024,75.9258
38,1,27,4,38,51.9333,4.2333
26,1,26,5,25,52.6667,5.6
41,1,25,3,41,49.5444,0.9536
60,1,42,0,60,37.0289,35.8125
52,1,44,4,52,39.3723,-76.8024
65,1,26,7,65,50.9833,4.5667
67,1,38,2,67,48.2919,17.2661
44,1,27,7,44,44.0991,-87.6812
39,1,28,1,39,46.5658,3.3544
35,0,35,0,31,53.85,13.6833
19,1,15,0,19,10.3833,123.65
44,1,12,1,44,8.5833,124.7833
46,1,27,4,46,53.4075,-2.9919
57,1,32,4,57,53.0206,7.8586
37,1,28,2,37,46.1978,-119.1732
53,1,39,4,53,41.8083,-72.2514
67,2,15,19,67,41.6787,-73.8029
47,1,24,0,47,-32.4833,-61.5833
63,3,36,2,63,24.065,91.605
155,3,82,1,155,18.6057,84.2355
23,1,16,3,23,46.5965,-112.0202
48,1,44,3,48,44.75,-79.5167
69,2,36,6,69,35.4573,-84.6045
32,0,32,3,21,39.9651,-76.7315
44,1,32,4,44,47.2147,-122.5461
55,1,18,3,55,27.58,-109.9298
37,1,37,0,35,38.9091,-75.4227
60,2,29,6,60,35.9259,-79.0878
54,2,8,8,54,45.4,-72.7333
31,0,17,0,31,40.6833,19.6167
163,0,23,0,163,12.5186,-70.0358
52,1,16,2,52,15.1,-90.4
45,1,45,1,31,44.4667,39.7333
53,2,5,1,53,8.6833,-73.6667
52,1,37,1,52,50.9767,4.6372
44,2,30,4,44,37.1412,-94.4676
65,1,20,2,65,12.0368,75.3601
175,5,71,8,175,31.15,72.6833
100,2,11,6,100,10.7833,-74.7167
58,0,23,0,58,18.2319,-66.0388
21,1,20,0,21,9.0167,-12.95
32,1,32,3,22,52.519,-1.995
79,1,58,2,79,29.9667,32.55
65,2,16,0,65,-0.3411,31.7361
77,1,43,3,77,35.335,-89.8991
52,2,19,1,52,-22.2167,30.0
172,1,45,0,172,25.8857,78.3322
24,0,24,0,22,12.5204,121.4385
34,1,29,4,34,51.25,4.5
69,1,12,13,69,28.8142,-81.6344
40,1,40,0,12,56.9167,59.95
59,1,26,10,59,32.7317,-116.9766
45,1,45,3,38,39.324,-81.5383
38,1,38,1,26,51.8958,11.0467
45,1,33,0,45,41.9798,-71.8735
52,1,25,1,52,32.4543,-99.7384
38,1,38,0,21,53.8667,20.9667
54,1,40,1,54,50.6,4.45
89,1,16,0,89,11.4167,-7.4833
68,3,3,6,68,12.6639,-85.7881
24,1,23,3,24,49.2494,6.0947
78,1,28,2,78,35.2335,-97.3471
42,1,39,4,42,41.4083,13.0443
72,3,9,0,72,-0.281,20.876
59,2,17,18,59,39.9325,-75.2527
53,1,22,0,53,9.7897,125.4958
24,1,18,0,24,7.4,-7.55
71,1,37,2,71,49.3706,8.5847
500,49,1,30,500,-26.2125,28.2625
36,1,36,0,5,60.45,22.2667
65,1,17,13,65,28.6624,-81.3217
85,2,26,1,85,-1.95,30.4333
45,1,45,0,36,36.0243,32.8026
38,1,38,0,14,47.5667,41.0833
34,0,25,1,34,-39.3667,-72.6333
34,1,27,2,34,43.3789,-124.233
144,2,26,8,144,15.7167,121.5167
49,1,49,4,39,43.1258,5.9306
45,1,45,0,24,35.0667,136.0333
36,1,36,0,27,52.1153,26.1031
64,1,55,0,64,49.2833,7.0667
69,1,33,1,69,-7.2167,107.9
52,1,46,2,52,39.0764,-108.4605
61,1,19,6,61,48.9322,2.3967
45,1,41,1,45,42.2814,-71.2411
125,0,42,0,125,30.1833,67.0
89,1,27,6,89,33.797,-116.9916
27,1,25,3,27,53.4727,-2.999
20,0,20,0,12,-17.8256,48.4289
58,1,36,3,58,41.6893,-81.3362
42,1,8,4,42,20.4667,-102.15
137,3,9,10,137,40.965,-5.6642
63,1,23,7,63,29.2985,-81.1014
41,1,41,0,27,35.3,135.2667
57,2,12,7,57,44.0851,-70.2492
162,3,162,1,160,25.9426,86.0471
48,1,38,1,48,40.5973,-83.1227
49,1,49,0,27,40.5768,-75.4535
70,1,39,0,70,45.8436,23.3636
44,1,33,0,44,45.542,131.8666
49,2,28,0,49,61.0833,72.7
78,3,10,19,78,42.2085,-71.6838
83,2,17,9,83,48.88,2.42
46,1,46,0,33,39.57,3.2089
43,0,17,0,43,5.3,-1.9833
87,1,18,3,87,22.3428,-80.5553
32,1,32,0,12,67.3667,32.5
32,1,32,0,29,47.525,134.7572
34,1,29,1,34,52.2304,-0.8938
46,1,39,1,46,51.3167,4.95
83,2,31,13,83,41.051,-80.592
21,0,21,0,21,-18.9,46.1167
37,1,11,1,37,-20.7136,-48.5411
22,1,12,0,22,14.9953,120.6153
42,1,42,0,22,53.3167,17.9333
66,1,6,3,66,21.6131,96.1303
42,1,42,0,29,50.6333,38.7
51,1,26,4,51,39.2093,-85.9183
22,0,22,0,14,-4.0239,-42.0778
52,1,24,9,52,41.0313,-74.2408
35,1,14,1,35,11.0845,-85.6436
120,1,34,0,120,19.48,75.38
32,0,32,0,13,-17.5334,-149.5667
20,0,16,8,20,40.1101,-111.6405
40,1,40,0,39,51.6833,5.0667
28,0,17,0,28,11.8167,99.8
74,3,20,26,74,40.7621,-73.0185
38,0,24,0,38,16.795,96.16
132,2,42,9,132,32.7667,34.9667
102,2,28,5,102,10.3833,78.8001
62,1,34,2,62,51.34,12.375
42,1,16,10,42,45.7099,-122.6632
88,2,11,20,88,38.7931,-90.3899
69,2,14,21,69,41.0647,-73.8672
166,2,10,6,166,20.0833,-98.3667
52,1,46,2,52,53.9721,-1.0979
111,2,19,7,111,43.7725,7.1933
70,2,20,17,70,41.0027,-76.4561
80,1,26,0,80,9.8167,124.2
35,0,33,1,35,51.95,5.2333
45,1,31,7,45,40.6571,-75.5046
28,0,15,0,28,1.4472,125.1978
80,1,45,1,80,41.0893,21.0109
42,1,42,0,15,-20.6403,-65.2103
46,1,37,4,46,32.5193,-94.7622
49,1,34,4,49,38.3716,-93.7679
69,1,22,5,69,45.7,8.4667
62,2,42,1,62,25.6844,86.9509
19,1,15,0,19,-24.7139,-53.7428
43,1,43,1,31,38.3222,26.7647
72,1,44,0,72,46.2333,14.3667
41,1,41,1,17,43.3194,-3.0194
202,8,202,12,180,36.8622,114.502
61,1,39,3,61,43.4633,11.8783
162,2,14,9,162,21.77,78.25
58,2,25,11,58,41.4735,-73.7319
38,1,38,0,3,48.2833,46.1667
69,1,44,0,69,43.6186,20.9972
125,4,4,36,125,34.0155,-118.1108
118,1,85,2,118,34.0164,44.1453
29,1,20,1,29,19.0522,-104.3158
34,1,34,0,19,54.9,61.4167
60,1,33,4,60,45.0139,7.8224
118,5,79,10,118,36.7833,119.9556
66,1,38,0,66,42.4333,68.8
70,1,38,2,70,49.4167,8.7167
79,2,7,18,79,43.5083,-79.8833
40,1,39,0,40,58.6667,52.1833
35,1,35,0,24,15.396,77.872
47,0,32,1,47,51.38,-2.36
45,1,45,0,15,42.105,140.5764
52,1,45,2,52,40.9821,-74.1127
180,2,107,0,180,31.8314,70.9019
61,1,38,3,61,10.775,122.5417
134,1,19,2,134,31.3217,-94.7277
30,1,30,1,22,41.2465,-81.8198
36,2,36,3,28,39.2623,-81.542
39,1,39,1,33,51.8167,4.65
122,4,14,38,122,34.1103,-118.1573
12,0,10,0,12,-21.2608,-63.4761
34,1,30,1,34,39.1639,-0.2517
244,1,41,0,244,38.4261,77.25
323,1,54,0,268,24.91,84.18
42,1,42,1,21,43.7294,-98.0337
31,1,7,2,31,-17.7219,-48.16
124,2,51,2,124,20.1833,85.6167
21,1,20,0,21,9.5167,-6.4833
117,4,20,1,117,8.5,8.5167
41,1,41,0,18,56.1417,54.4667
130,1,30,0,130,43.35,77.4667
24,0,24,1,11,-35.2931,149.1269
75,1,42,2,75,45.5331,12.6448
60,0,24,0,60,14.312,76.651
39,1,31,0,39,41.6281,48.6828
33,1,28,1,33,53.5333,15.8
37,1,30,3,37,50.9911,4.7044
40,1,40,0,39,44.1047,1.0853
174,3,150,1,174,30.0331,70.64
78,1,46,0,78,42.3371,23.5554
29,1,29,0,11,63.1104,7.7279
59,1,36,3,59,44.181,-94.0391
30,1,30,1,14,60.7106,28.7497
54,1,14,3,54,10.0331,-69.2633
43,1,43,0,14,46.35,48.035
173,2,29,5,173,19.1,77.9667
93,2,14,5,93,15.8084,102.6018
85,1,14,11,85,30.4727,-87.2495
100,2,20,9,100,43.5769,7.0194
75,2,18,20,75,35.9815,-87.1291
54,0,24,0,54,28.64,78.64
70,1,34,1,70,47.8,13.045
112,1,38,0,112,18.5344,-72.4094
102,2,28,5,102,10.6118,78.0505
52,2,3,12,52,9.8,124.3
52,1,14,12,52,25.9566,-80.1371
67,1,39,1,67,45.7833,19.1167
37,1,37,3,27,36.681,-121.7892
60,1,60,2,43,40.6957,14.5154
54,1,30,0,54,11.7536,125.4558
45,1,27,7,45,41.4849,-73.5921
67,1,62,0,67,48.2167,11.2667
50,1,24,0,50,-6.763,-79.8366
47,1,37,0,47,49.05,38.2167
26,1,17,2,26,-30.0331,-51.23
45,1,45,5,40,33.7384,-84.7054
67,1,36,4,67,45.6667,9.1667
68,1,46,1,68,48.9344,2.4244
61,2,16,19,61,40.0077,-75.1339
159,2,134,1,159,30.822,75.174
32,1,31,1,32,47.9075,7.2103
37,1,37,2,14,38.0566,140.7658
43,1,43,1,22,40.6667,16.6
58,1,35,1,58,43.3,17.0333
100,1,40,0,100,40.0633,44.4408
44,1,44,2,44,41.3411,-74.1667
63,2,19,14,63,41.3482,-89.1371
28,0,23,0,28,-20.7669,-45.2758
49,1,49,2,25,40.7833,17.2333
38,1,38,0,32,53.4197,7.9742
81,2,37,1,81,24.8685,92.5961
